Tru,Turnover,ident
0.65,0.456596659,Sampled Ancestor Model
0.65,0.459489909,Sampled Ancestor Model
0.65,0.465435905,Sampled Ancestor Model
0.65,0.458915924,Sampled Ancestor Model
0.65,0.461803919,Sampled Ancestor Model
0.65,0.455501019,Sampled Ancestor Model
0.65,0.457177032,Sampled Ancestor Model
0.65,0.455591187,Sampled Ancestor Model
0.65,0.460590189,Sampled Ancestor Model
0.65,0.457721495,Sampled Ancestor Model
0.65,0.456442651,Sampled Ancestor Model
0.65,0.468921061,Sampled Ancestor Model
0.65,0.460127819,Sampled Ancestor Model
0.65,0.448368056,Sampled Ancestor Model
0.65,0.447798558,Sampled Ancestor Model
0.65,0.459862544,Sampled Ancestor Model
0.65,0.459998437,Sampled Ancestor Model
0.65,0.448543657,Sampled Ancestor Model
0.65,0.456738868,Sampled Ancestor Model
0.65,0.455536203,Sampled Ancestor Model
0.65,0.448904971,Sampled Ancestor Model
0.65,0.461779586,Sampled Ancestor Model
0.65,0.460973132,Sampled Ancestor Model
0.65,0.455722182,Sampled Ancestor Model
0.65,0.456575751,Sampled Ancestor Model
0.65,0.461758949,Sampled Ancestor Model
0.65,0.457131244,Sampled Ancestor Model
0.65,0.460268656,Sampled Ancestor Model
0.65,0.455019748,Sampled Ancestor Model
0.65,0.459478487,Sampled Ancestor Model
0.65,0.453368657,Sampled Ancestor Model
0.65,0.456293799,Sampled Ancestor Model
0.65,0.455897907,Sampled Ancestor Model
0.65,0.463850413,Sampled Ancestor Model
0.65,0.461258989,Sampled Ancestor Model
0.65,0.467807327,Sampled Ancestor Model
0.65,0.447214242,Sampled Ancestor Model
0.65,0.443526865,Sampled Ancestor Model
0.65,0.454986715,Sampled Ancestor Model
0.65,0.466925909,Sampled Ancestor Model
0.65,0.463525366,Sampled Ancestor Model
0.65,0.457323137,Sampled Ancestor Model
0.65,0.466932754,Sampled Ancestor Model
0.65,0.465108083,Sampled Ancestor Model
0.65,0.453476591,Sampled Ancestor Model
0.65,0.446999534,Sampled Ancestor Model
0.75,0.731100962,Sampled Ancestor Model
0.75,0.740734914,Sampled Ancestor Model
0.75,0.728211906,Sampled Ancestor Model
0.75,0.731165847,Sampled Ancestor Model
0.75,0.736931579,Sampled Ancestor Model
0.75,0.720916345,Sampled Ancestor Model
0.75,0.728608542,Sampled Ancestor Model
0.75,0.745873897,Sampled Ancestor Model
0.75,0.7326617,Sampled Ancestor Model
0.75,0.729005739,Sampled Ancestor Model
0.75,0.740549889,Sampled Ancestor Model
0.75,0.727897711,Sampled Ancestor Model
0.75,0.731746545,Sampled Ancestor Model
0.75,0.726749369,Sampled Ancestor Model
0.75,0.731679576,Sampled Ancestor Model
0.75,0.733062703,Sampled Ancestor Model
0.75,0.739463258,Sampled Ancestor Model
0.75,0.730445449,Sampled Ancestor Model
0.75,0.732645542,Sampled Ancestor Model
0.75,0.737023355,Sampled Ancestor Model
0.75,0.738785315,Sampled Ancestor Model
0.75,0.732198689,Sampled Ancestor Model
0.75,0.73680147,Sampled Ancestor Model
0.75,0.726491561,Sampled Ancestor Model
0.75,0.724542775,Sampled Ancestor Model
0.75,0.732933078,Sampled Ancestor Model
0.75,0.739122964,Sampled Ancestor Model
0.75,0.736112799,Sampled Ancestor Model
0.75,0.745624694,Sampled Ancestor Model
0.75,0.739167617,Sampled Ancestor Model
0.75,0.735751861,Sampled Ancestor Model
0.75,0.730781267,Sampled Ancestor Model
0.75,0.734937297,Sampled Ancestor Model
0.75,0.728003666,Sampled Ancestor Model
0.75,0.726823546,Sampled Ancestor Model
0.75,0.742241243,Sampled Ancestor Model
0.75,0.73903939,Sampled Ancestor Model
0.75,0.731852692,Sampled Ancestor Model
0.75,0.739049022,Sampled Ancestor Model
0.75,0.745134716,Sampled Ancestor Model
0.75,0.735252956,Sampled Ancestor Model
0.75,0.742358368,Sampled Ancestor Model
0.75,0.739291373,Sampled Ancestor Model
0.75,0.727476328,Sampled Ancestor Model
0.75,0.725438442,Sampled Ancestor Model
0.75,0.73323356,Sampled Ancestor Model
0.75,0.734144435,Sampled Ancestor Model
0.75,0.732143612,Sampled Ancestor Model
0.8,0.861332112,Sampled Ancestor Model
0.8,0.85774281,Sampled Ancestor Model
0.8,0.862979698,Sampled Ancestor Model
0.8,0.857242815,Sampled Ancestor Model
0.8,0.862847987,Sampled Ancestor Model
0.8,0.854675285,Sampled Ancestor Model
0.8,0.859369481,Sampled Ancestor Model
0.8,0.857629557,Sampled Ancestor Model
0.8,0.86170182,Sampled Ancestor Model
0.8,0.849962151,Sampled Ancestor Model
0.8,0.860476151,Sampled Ancestor Model
0.8,0.856790286,Sampled Ancestor Model
0.8,0.860813498,Sampled Ancestor Model
0.8,0.84717689,Sampled Ancestor Model
0.8,0.849790821,Sampled Ancestor Model
0.8,0.867878691,Sampled Ancestor Model
0.8,0.85911431,Sampled Ancestor Model
0.8,0.85348361,Sampled Ancestor Model
0.8,0.855947911,Sampled Ancestor Model
0.8,0.84846055,Sampled Ancestor Model
0.8,0.861167141,Sampled Ancestor Model
0.8,0.852994553,Sampled Ancestor Model
0.8,0.859781723,Sampled Ancestor Model
0.8,0.853919258,Sampled Ancestor Model
0.8,0.859940689,Sampled Ancestor Model
0.8,0.85149051,Sampled Ancestor Model
0.8,0.852686982,Sampled Ancestor Model
0.8,0.85813038,Sampled Ancestor Model
0.8,0.868070374,Sampled Ancestor Model
0.8,0.859963356,Sampled Ancestor Model
0.8,0.847560801,Sampled Ancestor Model
0.8,0.862877795,Sampled Ancestor Model
0.8,0.849463951,Sampled Ancestor Model
0.8,0.849940007,Sampled Ancestor Model
0.8,0.865881179,Sampled Ancestor Model
0.8,0.884062969,Sampled Ancestor Model
0.8,0.861919142,Sampled Ancestor Model
0.8,0.851957089,Sampled Ancestor Model
0.8,0.86082709,Sampled Ancestor Model
0.8,0.859368904,Sampled Ancestor Model
0.8,0.855535198,Sampled Ancestor Model
0.8,0.883604102,Sampled Ancestor Model
0.8,0.850666142,Sampled Ancestor Model
0.8,0.855167425,Sampled Ancestor Model
0.8,0.855400914,Sampled Ancestor Model
0.8,0.856241475,Sampled Ancestor Model
0.8,0.854837988,Sampled Ancestor Model
0.85,0.868489402,Sampled Ancestor Model
0.85,0.865748932,Sampled Ancestor Model
0.85,0.869514016,Sampled Ancestor Model
0.85,0.869268063,Sampled Ancestor Model
0.85,0.860148946,Sampled Ancestor Model
0.85,0.861581049,Sampled Ancestor Model
0.85,0.869072001,Sampled Ancestor Model
0.85,0.86480819,Sampled Ancestor Model
0.85,0.863879091,Sampled Ancestor Model
0.85,0.86283945,Sampled Ancestor Model
0.85,0.867126774,Sampled Ancestor Model
0.85,0.859851751,Sampled Ancestor Model
0.85,0.865077258,Sampled Ancestor Model
0.85,0.861110748,Sampled Ancestor Model
0.85,0.864951941,Sampled Ancestor Model
0.85,0.865337844,Sampled Ancestor Model
0.85,0.861598102,Sampled Ancestor Model
0.85,0.870166259,Sampled Ancestor Model
0.85,0.869654679,Sampled Ancestor Model
0.85,0.869408608,Sampled Ancestor Model
0.85,0.861675708,Sampled Ancestor Model
0.85,0.863742399,Sampled Ancestor Model
0.85,0.867451739,Sampled Ancestor Model
0.85,0.864212991,Sampled Ancestor Model
0.85,0.865043905,Sampled Ancestor Model
0.85,0.87022466,Sampled Ancestor Model
0.85,0.858735287,Sampled Ancestor Model
0.85,0.866967306,Sampled Ancestor Model
0.85,0.863834165,Sampled Ancestor Model
0.85,0.862552404,Sampled Ancestor Model
0.85,0.862901973,Sampled Ancestor Model
0.85,0.860469397,Sampled Ancestor Model
0.85,0.860954184,Sampled Ancestor Model
0.85,0.866135362,Sampled Ancestor Model
0.85,0.863334408,Sampled Ancestor Model
0.85,0.869177211,Sampled Ancestor Model
0.85,0.869707284,Sampled Ancestor Model
0.85,0.865499898,Sampled Ancestor Model
0.85,0.868996162,Sampled Ancestor Model
0.85,0.865012356,Sampled Ancestor Model
0.85,0.857082422,Sampled Ancestor Model
0.85,0.864931433,Sampled Ancestor Model
0.85,0.863775573,Sampled Ancestor Model
0.85,0.863633436,Sampled Ancestor Model
0.85,0.866926421,Sampled Ancestor Model
0.85,0.866210707,Sampled Ancestor Model
0.85,0.855966759,Sampled Ancestor Model
0.85,0.863168088,Sampled Ancestor Model
0.85,0.869556438,Sampled Ancestor Model
0.85,0.869275668,Sampled Ancestor Model
0.9,0.909772173,Sampled Ancestor Model
0.9,0.920114915,Sampled Ancestor Model
0.9,0.910195018,Sampled Ancestor Model
0.9,0.916346397,Sampled Ancestor Model
0.9,0.912679655,Sampled Ancestor Model
0.9,0.919553421,Sampled Ancestor Model
0.9,0.907291574,Sampled Ancestor Model
0.9,0.926697514,Sampled Ancestor Model
0.9,0.914458028,Sampled Ancestor Model
0.9,0.908226932,Sampled Ancestor Model
0.9,0.903359894,Sampled Ancestor Model
0.9,0.910524053,Sampled Ancestor Model
0.9,0.915645808,Sampled Ancestor Model
0.9,0.916981132,Sampled Ancestor Model
0.9,0.900376749,Sampled Ancestor Model
0.9,0.912910826,Sampled Ancestor Model
0.9,0.903924378,Sampled Ancestor Model
0.9,0.911227011,Sampled Ancestor Model
0.9,0.906813682,Sampled Ancestor Model
0.9,0.904933265,Sampled Ancestor Model
0.9,0.901718458,Sampled Ancestor Model
0.9,0.907585477,Sampled Ancestor Model
0.9,0.914319096,Sampled Ancestor Model
0.9,0.926322177,Sampled Ancestor Model
0.9,0.913819409,Sampled Ancestor Model
0.9,0.909290199,Sampled Ancestor Model
0.9,0.906276216,Sampled Ancestor Model
0.9,0.926725823,Sampled Ancestor Model
0.9,0.909640705,Sampled Ancestor Model
0.9,0.917547505,Sampled Ancestor Model
0.9,0.915501069,Sampled Ancestor Model
0.9,0.92833386,Sampled Ancestor Model
0.9,0.914028206,Sampled Ancestor Model
0.9,0.921793481,Sampled Ancestor Model
0.9,0.93349468,Sampled Ancestor Model
0.9,0.908262401,Sampled Ancestor Model
0.9,0.916304919,Sampled Ancestor Model
0.9,0.905219933,Sampled Ancestor Model
0.9,0.911226303,Sampled Ancestor Model
0.9,0.914235804,Sampled Ancestor Model
0.9,0.902794815,Sampled Ancestor Model
0.9,0.908621726,Sampled Ancestor Model
0.9,0.905151752,Sampled Ancestor Model
0.9,0.905265336,Sampled Ancestor Model
0.9,0.916893327,Sampled Ancestor Model
0.9,0.907334105,Sampled Ancestor Model
0.9,0.916573392,Sampled Ancestor Model
0.9,0.910097977,Sampled Ancestor Model
0.9,0.905559426,Sampled Ancestor Model
