,Ind,Tru,No Sampled Ancestors Turnover,ident
0,0,7.19,28.61123854,Non Sampled Ancestor Model
1,0,7.19,14.439408013,Non Sampled Ancestor Model
2,0,7.19,9.65149476028,Non Sampled Ancestor Model
3,0,7.19,10.3912222885,Non Sampled Ancestor Model
4,0,7.19,12.6246081268,Non Sampled Ancestor Model
5,0,7.19,12.6061526939,Non Sampled Ancestor Model
6,0,7.19,10.8505207286,Non Sampled Ancestor Model
7,0,7.19,15.1695740583,Non Sampled Ancestor Model
8,0,7.19,9.53634701734,Non Sampled Ancestor Model
9,0,7.19,29.6862702621,Non Sampled Ancestor Model
10,0,7.19,13.08428617,Non Sampled Ancestor Model
11,0,7.19,36.7501550779,Non Sampled Ancestor Model
12,0,7.19,62.0791368039,Non Sampled Ancestor Model
13,0,7.19,28.7201821302,Non Sampled Ancestor Model
14,0,7.19,17.6816565671,Non Sampled Ancestor Model
15,0,7.19,32.6509244149,Non Sampled Ancestor Model
16,0,7.19,13.3382398058,Non Sampled Ancestor Model
17,0,7.19,21.6591640676,Non Sampled Ancestor Model
18,0,7.19,64.1244267932,Non Sampled Ancestor Model
19,0,7.19,11.8818316001,Non Sampled Ancestor Model
20,0,7.19,12.7429110141,Non Sampled Ancestor Model
21,0,7.19,29.8361287192,Non Sampled Ancestor Model
22,0,7.19,34.3789924601,Non Sampled Ancestor Model
23,0,7.19,10.054652801,Non Sampled Ancestor Model
24,0,7.19,12.8304239026,Non Sampled Ancestor Model
25,0,7.19,13.871242476,Non Sampled Ancestor Model
26,0,7.19,9.82027262684,Non Sampled Ancestor Model
27,0,7.19,28.8708642975,Non Sampled Ancestor Model
28,0,7.19,11.5825372819,Non Sampled Ancestor Model
29,0,7.19,9.85559767038,Non Sampled Ancestor Model
30,0,7.19,27.5290298015,Non Sampled Ancestor Model
31,0,7.19,27.0784203072,Non Sampled Ancestor Model
32,0,7.19,14.863728937,Non Sampled Ancestor Model
33,0,7.19,12.1160032156,Non Sampled Ancestor Model
34,0,7.19,26.7294477012,Non Sampled Ancestor Model
35,0,7.19,9.50462566163,Non Sampled Ancestor Model
36,0,7.19,13.055472832,Non Sampled Ancestor Model
37,0,7.19,9.57414163213,Non Sampled Ancestor Model
38,0,7.19,13.3209092405,Non Sampled Ancestor Model
39,0,7.19,14.2639464323,Non Sampled Ancestor Model
40,0,7.19,23.2038611437,Non Sampled Ancestor Model
41,0,7.19,65.6397396726,Non Sampled Ancestor Model
42,0,7.19,10.5329040091,Non Sampled Ancestor Model
43,0,7.19,10.3434027252,Non Sampled Ancestor Model
44,0,7.19,13.6826919235,Non Sampled Ancestor Model
45,0,7.19,9.8841966722,Non Sampled Ancestor Model
46,0,7.19,9.49029065424,Non Sampled Ancestor Model
47,0,7.19,8.96377139074,Non Sampled Ancestor Model
48,0,7.19,12.5667773782,Non Sampled Ancestor Model
49,0,7.19,9.95632333055,Non Sampled Ancestor Model
0,0,6.83,60.125394375,Non Sampled Ancestor Model
1,0,6.83,7.84441733131,Non Sampled Ancestor Model
2,0,6.83,45.4861263132,Non Sampled Ancestor Model
3,0,6.83,8.19797658878,Non Sampled Ancestor Model
4,0,6.83,48.6283192979,Non Sampled Ancestor Model
5,0,6.83,37.4692309219,Non Sampled Ancestor Model
6,0,6.83,71.3994078825,Non Sampled Ancestor Model
7,0,6.83,9.73258409664,Non Sampled Ancestor Model
8,0,6.83,8.11098945288,Non Sampled Ancestor Model
9,0,6.83,31.4208501608,Non Sampled Ancestor Model
10,0,6.83,7.43131694203,Non Sampled Ancestor Model
11,0,6.83,19.0636290577,Non Sampled Ancestor Model
12,0,6.83,6.73653672578,Non Sampled Ancestor Model
13,0,6.83,42.7502689185,Non Sampled Ancestor Model
14,0,6.83,9.53068343972,Non Sampled Ancestor Model
15,0,6.83,42.318766787,Non Sampled Ancestor Model
16,0,6.83,50.199018678,Non Sampled Ancestor Model
17,0,6.83,45.2800965558,Non Sampled Ancestor Model
18,0,6.83,7.70252375901,Non Sampled Ancestor Model
19,0,6.83,6.83006202294,Non Sampled Ancestor Model
20,0,6.83,6.7804789693,Non Sampled Ancestor Model
21,0,6.83,7.00363919602,Non Sampled Ancestor Model
22,0,6.83,42.5868115604,Non Sampled Ancestor Model
23,0,6.83,57.656516879,Non Sampled Ancestor Model
24,0,6.83,7.23850734415,Non Sampled Ancestor Model
25,0,6.83,9.81696575122,Non Sampled Ancestor Model
26,0,6.83,9.45379812195,Non Sampled Ancestor Model
27,0,6.83,43.7481888349,Non Sampled Ancestor Model
28,0,6.83,42.2337772273,Non Sampled Ancestor Model
29,0,6.83,47.1257848241,Non Sampled Ancestor Model
30,0,6.83,32.8368790285,Non Sampled Ancestor Model
31,0,6.83,30.6629322085,Non Sampled Ancestor Model
32,0,6.83,44.9956827358,Non Sampled Ancestor Model
33,0,6.83,56.5727574909,Non Sampled Ancestor Model
34,0,6.83,53.9266935284,Non Sampled Ancestor Model
35,0,6.83,9.56134156325,Non Sampled Ancestor Model
36,0,6.83,38.0995082669,Non Sampled Ancestor Model
37,0,6.83,34.9667800014,Non Sampled Ancestor Model
38,0,6.83,30.2121182973,Non Sampled Ancestor Model
39,0,6.83,29.0926911953,Non Sampled Ancestor Model
40,0,6.83,55.3791544354,Non Sampled Ancestor Model
41,0,6.83,7.23440451881,Non Sampled Ancestor Model
42,0,6.83,54.7060759849,Non Sampled Ancestor Model
43,0,6.83,8.03340986905,Non Sampled Ancestor Model
44,0,6.83,8.2660821079,Non Sampled Ancestor Model
45,0,6.83,54.4377252265,Non Sampled Ancestor Model
0,0,8.34,13.3119699731,Non Sampled Ancestor Model
1,0,8.34,19.181874585,Non Sampled Ancestor Model
2,0,8.34,8.6730343271,Non Sampled Ancestor Model
3,0,8.34,8.6635250128,Non Sampled Ancestor Model
4,0,8.34,8.76091045199,Non Sampled Ancestor Model
5,0,8.34,8.67185366809,Non Sampled Ancestor Model
6,0,8.34,10.0848134286,Non Sampled Ancestor Model
7,0,8.34,10.7201199416,Non Sampled Ancestor Model
8,0,8.34,8.96452544757,Non Sampled Ancestor Model
9,0,8.34,19.4320905573,Non Sampled Ancestor Model
10,0,8.34,8.73546690099,Non Sampled Ancestor Model
11,0,8.34,9.10737086506,Non Sampled Ancestor Model
12,0,8.34,8.68295424613,Non Sampled Ancestor Model
13,0,8.34,20.4419361051,Non Sampled Ancestor Model
14,0,8.34,10.7103823277,Non Sampled Ancestor Model
15,0,8.34,9.73535668464,Non Sampled Ancestor Model
16,0,8.34,8.68617768239,Non Sampled Ancestor Model
17,0,8.34,9.73772631285,Non Sampled Ancestor Model
18,0,8.34,10.2859398503,Non Sampled Ancestor Model
19,0,8.34,9.84487408305,Non Sampled Ancestor Model
20,0,8.34,8.75488945638,Non Sampled Ancestor Model
21,0,8.34,11.5461153148,Non Sampled Ancestor Model
22,0,8.34,10.0172088903,Non Sampled Ancestor Model
23,0,8.34,8.78977696541,Non Sampled Ancestor Model
24,0,8.34,9.83726230337,Non Sampled Ancestor Model
25,0,8.34,8.71290751671,Non Sampled Ancestor Model
26,0,8.34,9.65007962349,Non Sampled Ancestor Model
27,0,8.34,19.9056796694,Non Sampled Ancestor Model
28,0,8.34,18.0599113533,Non Sampled Ancestor Model
29,0,8.34,10.7604396993,Non Sampled Ancestor Model
30,0,8.34,9.7183728959,Non Sampled Ancestor Model
31,0,8.34,11.9916076133,Non Sampled Ancestor Model
32,0,8.34,9.11699088731,Non Sampled Ancestor Model
33,0,8.34,11.0429638185,Non Sampled Ancestor Model
34,0,8.34,10.7451856661,Non Sampled Ancestor Model
35,0,8.34,9.77257305607,Non Sampled Ancestor Model
36,0,8.34,8.7337236911,Non Sampled Ancestor Model
37,0,8.34,10.6982612621,Non Sampled Ancestor Model
38,0,8.34,9.36431935507,Non Sampled Ancestor Model
0,0,7.21,9.01668156838,Non Sampled Ancestor Model
1,0,7.21,9.16093634375,Non Sampled Ancestor Model
2,0,7.21,14.5458983137,Non Sampled Ancestor Model
3,0,7.21,18.5508217263,Non Sampled Ancestor Model
4,0,7.21,9.1541117346,Non Sampled Ancestor Model
5,0,7.21,8.7588492176,Non Sampled Ancestor Model
6,0,7.21,15.4186579982,Non Sampled Ancestor Model
7,0,7.21,8.8080439022,Non Sampled Ancestor Model
8,0,7.21,9.03723501556,Non Sampled Ancestor Model
9,0,7.21,9.22446921045,Non Sampled Ancestor Model
10,0,7.21,9.12620109086,Non Sampled Ancestor Model
11,0,7.21,9.00999825856,Non Sampled Ancestor Model
12,0,7.21,8.74148219613,Non Sampled Ancestor Model
13,0,7.21,9.06379640172,Non Sampled Ancestor Model
14,0,7.21,9.04515316871,Non Sampled Ancestor Model
15,0,7.21,17.2499721076,Non Sampled Ancestor Model
16,0,7.21,9.16756001799,Non Sampled Ancestor Model
17,0,7.21,9.05388084435,Non Sampled Ancestor Model
18,0,7.21,8.79013104747,Non Sampled Ancestor Model
19,0,7.21,9.05527921973,Non Sampled Ancestor Model
20,0,7.21,9.15072343947,Non Sampled Ancestor Model
21,0,7.21,18.0443673167,Non Sampled Ancestor Model
22,0,7.21,9.05528006344,Non Sampled Ancestor Model
23,0,7.21,9.27130314209,Non Sampled Ancestor Model
24,0,7.21,17.4634265375,Non Sampled Ancestor Model
25,0,7.21,9.12304024235,Non Sampled Ancestor Model
26,0,7.21,18.297877045,Non Sampled Ancestor Model
27,0,7.21,18.2914214609,Non Sampled Ancestor Model
28,0,7.21,8.26734968502,Non Sampled Ancestor Model
29,0,7.21,9.08990275384,Non Sampled Ancestor Model
30,0,7.21,17.7946152258,Non Sampled Ancestor Model
31,0,7.21,10.8120126119,Non Sampled Ancestor Model
32,0,7.21,9.14509218982,Non Sampled Ancestor Model
33,0,7.21,9.03304607626,Non Sampled Ancestor Model
34,0,7.21,9.67730217043,Non Sampled Ancestor Model
35,0,7.21,14.7490167527,Non Sampled Ancestor Model
36,0,7.21,9.19586741691,Non Sampled Ancestor Model
37,0,7.21,20.2814051944,Non Sampled Ancestor Model
38,0,7.21,9.12173763522,Non Sampled Ancestor Model
39,0,7.21,13.1021988385,Non Sampled Ancestor Model
40,0,7.21,9.02889940867,Non Sampled Ancestor Model
41,0,7.21,16.5584899378,Non Sampled Ancestor Model
42,0,7.21,8.6794596874,Non Sampled Ancestor Model
43,0,7.21,14.6341291778,Non Sampled Ancestor Model
44,0,7.21,15.2787778874,Non Sampled Ancestor Model
45,0,7.21,8.80314801777,Non Sampled Ancestor Model
46,0,7.21,9.56675220231,Non Sampled Ancestor Model
47,0,7.21,9.03722378946,Non Sampled Ancestor Model
48,0,7.21,16.6880502608,Non Sampled Ancestor Model
49,0,7.21,15.8445891246,Non Sampled Ancestor Model
